24545280, 86416.000000, 14748.000000
24535040, 87078.000000, 12624.000000
24545280, 86416.000000, 14748.000000
24535040, 87078.000000, 12624.000000
24565760, 580866.000000, 25254.000000
24545280, 594341.000000, 18693.000000
24565760, 580866.000000, 25254.000000
24545280, 594341.000000, 18693.000000
24576000, 570711.000000, 16047.000000
24565760, 595705.000000, 11194.000000
24576000, 570711.000000, 16047.000000
24565760, 595705.000000, 11194.000000
24616960, 1217651.000000, 61225.000000
24576000, 1247992.000000, 49980.000000
24616960, 1217651.000000, 61225.000000
24576000, 1247992.000000, 49980.000000
24668160, 1826667.000000, 14993.000000
24616960, 1869542.000000, 6412.000000
24668160, 1826667.000000, 14993.000000
24616960, 1869542.000000, 6412.000000
24678400, 839641.000000, 108137.000000
24668160, 835891.000000, 98220.000000
24678400, 839641.000000, 108137.000000
24668160, 835891.000000, 98220.000000
24780800, 3876954.000000, 42104.000000
24678400, 3918457.000000, 24561.000000
24780800, 3876954.000000, 42104.000000
24678400, 3918457.000000, 24561.000000
25169920, 2640520.000000, 171675.000000
24780800, 2586986.000000, 87922.000000
25169920, 2640520.000000, 171675.000000
24780800, 2586986.000000, 87922.000000
25589760, 6738090.000000, 180254.000000
25169920, 6667429.000000, 87609.000000
25589760, 6738090.000000, 180254.000000
25169920, 6667429.000000, 87609.000000
25589760, 1039716.000000, 35248.000000
25589760, 1002712.000000, 39366.000000
25589760, 1039716.000000, 35248.000000
25589760, 1002712.000000, 39366.000000
25784320, 4862543.000000, 71029.000000
25589760, 4872708.000000, 20363.000000
25784320, 4862543.000000, 71029.000000
25589760, 4872708.000000, 20363.000000
25815040, 653867.000000, 29446.000000
25784320, 670899.000000, 23979.000000
25815040, 653867.000000, 29446.000000
25784320, 670899.000000, 23979.000000
25804800, 147471.000000, 12049.000000
25815040, 138851.000000, 14661.000000
25804800, 147471.000000, 12049.000000
25815040, 138851.000000, 14661.000000
25794560, 760784.000000, 43758.000000
25804800, 774757.000000, 44445.000000
25794560, 760784.000000, 43758.000000
25804800, 774757.000000, 44445.000000
26583040, 6286263.000000, 318882.000000
25794560, 6091237.000000, 156185.000000
26583040, 6286263.000000, 318882.000000
25794560, 6091237.000000, 156185.000000
27555840, 6913260.000000, 315703.000000
26583040, 6705831.000000, 113159.000000
27555840, 6913260.000000, 315703.000000
26583040, 6705831.000000, 113159.000000
28262400, 7113085.000000, 295105.000000
27555840, 6983847.000000, 149050.000000
28262400, 7113085.000000, 295105.000000
27555840, 6983847.000000, 149050.000000
28252160, 529053.000000, 58262.000000
28262400, 544997.000000, 64953.000000
28252160, 529053.000000, 58262.000000
28262400, 544997.000000, 64953.000000
28631040, 6480127.000000, 71249.000000
28252160, 6420172.000000, 45890.000000
28631040, 6480127.000000, 71249.000000
28252160, 6420172.000000, 45890.000000
28753920, 2134350.000000, 89255.000000
28631040, 2170438.000000, 65201.000000
28753920, 2134350.000000, 89255.000000
28631040, 2170438.000000, 65201.000000
28651520, 2369727.000000, 30326.000000
28753920, 2372283.000000, 45047.000000
28651520, 2369727.000000, 30326.000000
28753920, 2372283.000000, 45047.000000
28661760, 740340.000000, 57676.000000
28651520, 754161.000000, 52499.000000
28661760, 740340.000000, 57676.000000
28651520, 754161.000000, 52499.000000
29194240, 7591422.000000, 237318.000000
28661760, 7504794.000000, 104630.000000
29194240, 7591422.000000, 237318.000000
28661760, 7504794.000000, 104630.000000
29194240, 46036.000000, 10714.000000
29194240, 47276.000000, 9377.000000
29194240, 46036.000000, 10714.000000
29194240, 47276.000000, 9377.000000
29634560, 6674584.000000, 183120.000000
29194240, 6587975.000000, 73595.000000
29634560, 6674584.000000, 183120.000000
29194240, 6587975.000000, 73595.000000
29634560, 112022.000000, 18621.000000
29634560, 115749.000000, 16434.000000
29634560, 112022.000000, 18621.000000
29634560, 115749.000000, 16434.000000
30177280, 5052730.000000, 192939.000000
29634560, 4979842.000000, 94495.000000
30177280, 5052730.000000, 192939.000000
29634560, 4979842.000000, 94495.000000
30658560, 3855336.000000, 183959.000000
30177280, 3781299.000000, 82085.000000
30658560, 3855336.000000, 183959.000000
30177280, 3781299.000000, 82085.000000
30883840, 6090180.000000, 96952.000000
30658560, 6105737.000000, 45032.000000
